student_uni_id,coursecode,attendance
2300033481,23AVI3101R,69
2300030961,23AVI3101R,69
2300033807,23AVI3101R,68
2300032158,23AVI3101R,67
2300032777,23AVI3101R,66
2300033002,23AVI3101R,65
2300030506,23AVI3101R,65
2300032073,23AVI3101R,64
2300031862,23AVI3101R,63
2300030850,23AVI3101R,62
2300031867,23AVI3101R,61
2300033505,23AVI3101R,60
2300031759,23AVI3101R,60
2300032969,23AVI3101R,57
2300032194,23AVI3101R,50
2300031023,23AVI3101R,49
2300032583,23AVI3101R,46
2300033076,23AVI3101R,20

2300031511,23BEW3101A,100
2300033661,23BEW3101A,100
2300030801,23BEW3101A,100
2300032644,23BEW3101A,100
2300031684,23BEW3101A,96
2300031137,23BEW3101A,96
2300033677,23BEW3101A,94
2300030937,23BEW3101A,94
2300032435,23BEW3101A,93
2300030568,23BEW3101A,93
2300033510,23BEW3101A,93
2300030035,23BEW3101A,91
2300033814,23BEW3101A,89
2300032873,23BEW3101A,84
2300033353,23BEW3101A,84
2300032692,23BEW3101A,83
2300030823,23BEW3101A,83
2300031174,23BEW3101A,83
2300031634,23BEW3101A,82
2300030267,23BEW3101A,82
2300032871,23BEW3101A,82
2300030411,23BEW3101A,80
2300033744,23BEW3101A,77
2300032414,23BEW3101A,77
2300030037,23BEW3101A,77
2300032094,23BEW3101A,76
2300032593,23BEW3101A,74
2300030892,23BEW3101A,74
2300032986,23BEW3101A,74
2300032484,23BEW3101A,64
2300032181,23BEW3101A,59
2300031861,23BEW3101A,59
2300030202,23BEW3101A,59
2300030766,23BEW3101A,52
2300032668,23BEW3101A,43
2300033257,23BEW3101A,27
2300032730,23BEW3101A,24
2300033474,23BEW3101A,5
2300031450,23BEW3101A,0

2300030773,23CEC3101A,100
2300031735,23CEC3101A,100
2300030507,23CEC3101A,100
2300032022,23CEC3101A,100
2300030046,23CEC3101A,100
2300031533,23CEC3101A,99
2300033075,23CEC3101A,99
2300030968,23CEC3101A,99
2300031917,23CEC3101A,99
2300032423,23CEC3101A,97
2300030039,23CEC3101A,97
2300031975,23CEC3101A,97
2300030916,23CEC3101A,96
2300032615,23CEC3101A,96
2300030821,23CEC3101A,96
2300030141,23CEC3101A,96
2300030989,23CEC3101A,94
2300030156,23CEC3101A,94
2300030777,23CEC3101A,92
2300033768,23CEC3101A,92
2300033130,23CEC3101A,92
2300030979,23CEC3101A,92
2300030862,23CEC3101A,92
2300031768,23CEC3101A,92
2300030079,23CEC3101A,91
2300032533,23CEC3101A,91
2300031915,23CEC3101A,89
2300030775,23CEC3101A,89
2300032014,23CEC3101A,88
2300039159,23CEC3101A,88
2300030006,23CEC3101A,86
2300032152,23CEC3101A,86
2300040009,23CEC3101A,86
2300032475,23CEC3101A,86
2300033392,23CEC3101A,86
2300033680,23CEC3101A,85
2300032328,23CEC3101A,84
2300031140,23CEC3101A,84
2300030807,23CEC3101A,84
2300033829,23CEC3101A,84
2300032539,23CEC3101A,83
2300032365,23CEC3101A,83
2300032896,23CEC3101A,81
2300031426,23CEC3101A,81
2300033852,23CEC3101A,81
2300032235,23CEC3101A,81
2300039143,23CEC3101A,80
2300030990,23CEC3101A,80
2300032555,23CEC3101A,78
2300032682,23CEC3101A,78
2300031085,23CEC3101A,78
2300031273,23CEC3101A,73
2300033451,23CEC3101A,70
2300032606,23CEC3101A,70
2300033457,23CEC3101A,69
2300030197,23CEC3101A,69
2300031435,23CEC3101A,68
2300033566,23CEC3101A,67
2300032522,23CEC3101A,63
2300033511,23CEC3101A,52
2300033808,23CEC3101A,50
2300031258,23CEC3101A,48
2300033501,23CEC3101A,42
2300030600,23CEC3101A,39
2300032640,23CEC3101A,35

2300032086,23CI2001,100
2300031718,23CI2001,100
2300030416,23CI2001,100
2300031045,23CI2001,100
2300031098,23CI2001,100
2300031038,23CI2001,100
2300030980,23CI2001,100
2300030972,23CI2001,100
2300030359,23CI2001,100
2300032494,23CI2001,100
2300032568,23CI2001,100
2300030763,23CI2001,100
2300031389,23CI2001,100
2300032021,23CI2001,100
2300033835,23CI2001,100
2300031852,23CI2001,100
2300032401,23CI2001,100
2300030420,23CI2001,100
2300032597,23CI2001,100
2300030127,23CI2001,100
2300031751,23CI2001,100
2300031445,23CI2001,100
2300031056,23CI2001,100
2300030747,23CI2001,100
2300032822,23CI2001,100
2300031897,23CI2001,100
2300031168,23CI2001,100
2300031131,23CI2001,100
2300033100,23CI2001,100
2300032039,23CI2001,100
2300033006,23CI2001,100
2300033641,23CI2001,100
2300030219,23CI2001,100
2300030548,23CI2001,100
2300031482,23CI2001,100
2300031617,23CI2001,100
2300031989,23CI2001,100
2300030341,23CI2001,100
2300030406,23CI2001,100
2300030526,23CI2001,100
2300031405,23CI2001,100
2300031465,23CI2001,100
2300031478,23CI2001,100
2300032137,23CI2001,100
2300032763,23CI2001,100
2300032911,23CI2001,100
2300033295,23CI2001,100
2300033692,23CI2001,100
2300031034,23CI2001,100
2300032489,23CI2001,100
2300031112,23CI2001,100
2300030784,23CI2001,100
2300030811,23CI2001,100
2300030829,23CI2001,100
2300030887,23CI2001,100
2300031194,23CI2001,100
2300031558,23CI2001,100
2300031701,23CI2001,100
2300032159,23CI2001,100
2300032236,23CI2001,100
2300030230,23CI2001,100
2300032959,23CI2001,100
2300032779,23CI2001,100
2300033316,23CI2001,100
2300040063,23CI2001,100
2300030660,23CI2001,100
2300032129,23CI2001,100
2300032972,23CI2001,100
2300033163,23CI2001,100
2300031365,23CI2001,100
2300030060,23CI2001,100
2300031856,23CI2001,100
2300039169,23CI2001,100
2300030245,23CI2001,100
2300032270,23CI2001,100
2300033869,23CI2001,100
2300031848,23CI2001,100
2300031099,23CI2001,100
2300032081,23CI2001,100
2300030061,23CI2001,100
2300033184,23CI2001,100
2300031314,23CI2001,100
2300032673,23CI2001,100
2300031668,23CI2001,100
2300030377,23CI2001,100
2300032111,23CI2001,100
2300032453,23CI2001,100
2300032290,23CI2001,100
2300033642,23CI2001,100
2300031461,23CI2001,100
2300031830,23CI2001,100
2300031709,23CI2001,100
2300030741,23CI2001,100
2300031949,23CI2001,100
2300033231,23CI2001,100
2300030571,23CI2001,100
2300033258,23CI2001,100
2300032880,23CI2001,100
2300033278,23CI2001,100
2300030769,23CI2001,100
2300031497,23CI2001,100
2300031757,23CI2001,100
2300033280,23CI2001,100
2300030029,23CI2001,100
2300030169,23CI2001,100
2300031964,23CI2001,100
2300032378,23CI2001,100
2300030168,23CI2001,100
2300031688,23CI2001,100
2300031687,23CI2001,100
2300030513,23CI2001,100
2300032283,23CI2001,100
2300030459,23CI2001,100
2300030752,23CI2001,100
2300032132,23CI2001,100
2300030457,23CI2001,100
2300030504,23CI2001,100
2300032770,23CI2001,100
2300030234,23CI2001,100
2300030650,23CI2001,100
2300032603,23CI2001,100
2300033689,23CI2001,100
2300032586,23CI2001,100
2300040367,23CI2001,100
2300032389,23CI2001,100
2300031502,23CI2001,100
2300032469,23CI2001,100
2300031417,23CI2001,100
2300032296,23CI2001,100
2300031410,23CI2001,100
2300031924,23CI2001,100
2300032429,23CI2001,100
2300032108,23CI2001,100
2300033521,23CI2001,100
2300030918,23CI2001,100
2300031731,23CI2001,100
2300033050,23CI2001,100
2300033854,23CI2001,100
2300031823,23CI2001,100
2300031805,23CI2001,100
2300031719,23CI2001,100
2300033592,23CI2001,100
2300033593,23CI2001,100
2300030687,23CI2001,100
2300033813,23CI2001,100
2300033609,23CI2001,100
2300030903,23CI2001,100
2300033495,23CI2001,100
2300033385,23CI2001,100
2300032235,23CI2001,100
2300031426,23CI2001,100
2300031442,23CI2001,100
2300032461,23CI2001,100
2300031560,23CI2001,100
2300030715,23CI2001,100
2300032152,23CI2001,100
2300030979,23CI2001,100
2300030378,23CI2001,100
2300030658,23CI2001,100
2300033107,23CI2001,100
2300033555,23CI2001,100
2300030858,23CI2001,100
2300033778,23CI2001,100
2300031579,23CI2001,100
2300030738,23CI2001,100
2300030030,23CI2001,100
2300033332,23CI2001,100
2300030370,23CI2001,100
2300032014,23CI2001,100
2300032102,23CI2001,100
2300032062,23CI2001,100
2300031228,23CI2001,100
2300030196,23CI2001,100
2300031130,23CI2001,100
2300032599,23CI2001,100
2300030758,23CI2001,100
2300033766,23CI2001,100
2300030777,23CI2001,100
2300031570,23CI2001,100
2300030036,23CI2001,100
2300033403,23CI2001,100
2300030908,23CI2001,100
2300031993,23CI2001,100
2300032896,23CI2001,100
2300031110,23CI2001,100
2300030118,23CI2001,100
2300031604,23CI2001,100
2300033033,23CI2001,100
2300032175,23CI2001,100
2300030006,23CI2001,100
2300031721,23CI2001,100
2300031451,23CI2001,100
2300033636,23CI2001,100
2300033197,23CI2001,100
2300030316,23CI2001,100
2300031541,23CI2001,100
2300032999,23CI2001,100
2300033365,23CI2001,100
2300031420,23CI2001,100
2300033261,23CI2001,100
2300030608,23CI2001,100
2300031608,23CI2001,100
2300031249,23CI2001,100
2300030865,23CI2001,100
2300032776,23CI2001,100
2300032768,23CI2001,100
2300031211,23CI2001,100
2300030385,23CI2001,100
2300032204,23CI2001,100
2300032496,23CI2001,100
2300031386,23CI2001,100
2300032985,23CI2001,100
2300032445,23CI2001,100
2300030323,23CI2001,100
2300032789,23CI2001,100
2300033542,23CI2001,100
2300033166,23CI2001,100
2300030631,23CI2001,100
2300032106,23CI2001,100
2300031968,23CI2001,100
2300031702,23CI2001,100
2300031358,23CI2001,100
2300033700,23CI2001,100
2300033888,23CI2001,100
2300032970,23CI2001,100
2300033844,23CI2001,100
2300030132,23CI2001,100
2300033834,23CI2001,100
2300031765,23CI2001,100
2300033805,23CI2001,100
2300030263,23CI2001,100
2300033217,23CI2001,100
2300031218,23CI2001,100
2300031054,23CI2001,100
2300030147,23CI2001,100
2300032957,23CI2001,100
2300033523,23CI2001,100
2300032807,23CI2001,100
2300033769,23CI2001,100
2300032521,23CI2001,100
2300032293,23CI2001,100
2300032903,23CI2001,100
2300032485,23CI2001,100
2300030636,23CI2001,100
2300032792,23CI2001,100
2300032359,23CI2001,100
2300031531,23CI2001,100
2300030610,23CI2001,100
2300030422,23CI2001,100
2300031186,23CI2001,100
2300032431,23CI2001,100
2300031290,23CI2001,100
2300031122,23CI2001,100
2300030634,23CI2001,100
2300033122,23CI2001,100
2300033051,23CI2001,100
2300032408,23CI2001,100
2300031073,23CI2001,100
2300030888,23CI2001,100
2300031094,23CI2001,100
2300033911,23CI2001,100
2300030507,23CI2001,100
2300032971,23CI2001,100
2300033251,23CI2001,100
2300031887,23CI2001,100
2300033685,23CI2001,100
2300033781,23CI2001,100
2300033353,23CI2001,100
2300032925,23CI2001,100
2300031324,23CI2001,100
2300032092,23CI2001,100
2300031660,23CI2001,100
2300032324,23CI2001,100
2300030973,23CI2001,100
2300030194,23CI2001,100
2300033074,23CI2001,100
2300033267,23CI2001,100
2300031240,23CI2001,100
2300032504,23CI2001,100
2300031889,23CI2001,100
2300033361,23CI2001,100
2300030488,23CI2001,100
2300032815,23CI2001,100
2300030141,23CI2001,100
2300032189,23CI2001,100
2300031238,23CI2001,100
2300033759,23CI2001,100
2300031644,23CI2001,100
2300032844,23CI2001,100
2300033109,23CI2001,100
2300031325,23CI2001,100
2300030236,23CI2001,100
2300032899,23CI2001,100
2300032340,23CI2001,100
2300031433,23CI2001,100
2300039030,23CI2001,100
2300039028,23CI2001,100
2300039067,23CI2001,100
2300039065,23CI2001,100
2300039076,23CI2001,100
2300033416,23CI2001,100
2300030332,23CI2001,100
2300030546,23CI2001,100
2300032914,23CI2001,100
2300033655,23CI2001,100
2300033750,23CI2001,100
2300033619,23CI2001,100
2300033809,23CI2001,100
2300032628,23CI2001,100
2300032552,23CI2001,100
2300030964,23CI2001,100
2300030588,23CI2001,100
2300032505,23CI2001,100
2300033450,23CI2001,100
2300033400,23CI2001,100
2300032615,23CI2001,100
2300033363,23CI2001,100
2300032638,23CI2001,100
2300032649,23CI2001,100
2300030354,23CI2001,100
2300031455,23CI2001,100
2300031214,23CI2001,100
2300031705,23CI2001,100
2300030521,23CI2001,100
2300031285,23CI2001,100
2300030952,23CI2001,100
2300033370,23CI2001,100
2300030108,23CI2001,100
2300032720,23CI2001,100
2300032396,23CI2001,100
2300030100,23CI2001,100
2300031079,23CI2001,100
2300030201,23CI2001,100
2300031593,23CI2001,100
2300033716,23CI2001,100
2300030886,23CI2001,100
2300031672,23CI2001,100
2300031671,23CI2001,100
2300031977,23CI2001,100
2300031684,23CI2001,100
2300030813,23CI2001,100
2300031767,23CI2001,100
2300030787,23CI2001,100
2300030574,23CI2001,100
2300030578,23CI2001,100
2300032258,23CI2001,100
2300032302,23CI2001,100
2300032080,23CI2001,100
2300030965,23CI2001,100
2300031764,23CI2001,100
2300031366,23CI2001,100
2300030407,23CI2001,100
2300030558,23CI2001,100
2300031035,23CI2001,100
2300032841,23CI2001,100
2300030601,23CI2001,100
2300031787,23CI2001,100
2300031788,23CI2001,100
2300032590,23CI2001,100
2300030713,23CI2001,100
2300031762,23CI2001,100
2300030975,23CI2001,100
2300032884,23CI2001,100
2300033196,23CI2001,100
2300030524,23CI2001,100
2300033681,23CI2001,100
2300033211,23CI2001,100
2300031152,23CI2001,100
2300031187,23CI2001,100
2300030581,23CI2001,100
2300031452,23CI2001,100
2300031530,23CI2001,100
2300032125,23CI2001,100
2300030455,23CI2001,100
2300030740,23CI2001,100
2300030092,23CI2001,100
2300030304,23CI2001,100
2300030059,23CI2001,100
2300030875,23CI2001,100
2300031523,23CI2001,100
2300031992,23CI2001,100
2300030269,23CI2001,100
2300031997,23CI2001,100
2300030380,23CI2001,100
2300033095,23CI2001,100
2300039116,23CI2001,100
2300031058,23CI2001,100
2300032793,23CI2001,100
2300030088,23CI2001,100
2300032623,23CI2001,100
2300031153,23CI2001,100
2300031223,23CI2001,100
2300031004,23CI2001,100
2300030445,23CI2001,100
2300032684,23CI2001,100
2300032099,23CI2001,100
2300030226,23CI2001,100
2300031090,23CI2001,100
2300030145,23CI2001,100
2300030793,23CI2001,100
2300030994,23CI2001,100
2300030943,23CI2001,100
2300031220,23CI2001,100
2300031027,23CI2001,100
2300033874,23CI2001,100
2300033558,23CI2001,100
2300031207,23CI2001,100
2300030562,23CI2001,100
2300031760,23CI2001,100
2300032420,23CI2001,100
2300030343,23CI2001,100
2300033253,23CI2001,100
2300032930,23CI2001,100
2300032063,23CI2001,100
2300030480,23CI2001,100
2300031994,23CI2001,100
2300031740,23CI2001,100
2300030126,23CI2001,100
2300031591,23CI2001,100
2300032991,23CI2001,100
2300033800,23CI2001,100
2300032950,23CI2001,100
2300032561,23CI2001,100
2300033341,23CI2001,100
2300030794,23CI2001,100
2300033234,23CI2001,100
2300032118,23CI2001,100
2300032847,23CI2001,100
2300030213,23CI2001,100
2300030584,23CI2001,100
2300033102,23CI2001,100
2300032850,23CI2001,100
2300030472,23CI2001,100
2300032416,23CI2001,100
2300033625,23CI2001,100
2300033352,23CI2001,100
2300032517,23CI2001,100
2300032760,23CI2001,100
2300030901,23CI2001,100
2300031766,23CI2001,100
2300032448,23CI2001,100
2300032012,23CI2001,100
2300030585,23CI2001,100
2300033822,23CI2001,100
2300031201,23CI2001,100
2300031945,23CI2001,100
2300033155,23CI2001,100
2300033733,23CI2001,100
2300039063,23CI2001,100
2300032715,23CI2001,100
2300032144,23CI2001,100
2300031262,23CI2001,100
2300030939,23CI2001,100
2300039047,23CI2001,100
2300030096,23CI2001,100
2300032454,23CI2001,95
2300033570,23CI2001,95
2300031828,23CI2001,95
2300033566,23CI2001,95
2300030776,23CI2001,95
2300032746,23CI2001,95
2300032772,23CI2001,95
2300031440,23CI2001,95
2300031402,23CI2001,95
2300030447,23CI2001,95
2300030183,23CI2001,95
2300030287,23CI2001,95
2300032859,23CI2001,95
2300033576,23CI2001,95
2300032811,23CI2001,95
2300032498,23CI2001,95
2300033246,23CI2001,95
2300031167,23CI2001,95
2300031935,23CI2001,95
2300031575,23CI2001,95
2300030621,23CI2001,95
2300031953,23CI2001,95
2300032526,23CI2001,95
2300032233,23CI2001,95
2300031807,23CI2001,95
2300031504,23CI2001,95
2300030559,23CI2001,95
2300032181,23CI2001,95
2300032117,23CI2001,95
2300033580,23CI2001,95
2300032074,23CI2001,95
2300033492,23CI2001,95
2300032572,23CI2001,95
2300031042,23CI2001,95
2300031000,23CI2001,95
2300032539,23CI2001,95
2300031176,23CI2001,95
2300030647,23CI2001,95
2300032968,23CI2001,95
2300033411,23CI2001,95
2300030231,23CI2001,95
2300030173,23CI2001,95
2300030148,23CI2001,95
2300030021,23CI2001,95
2300030739,23CI2001,95
2300031733,23CI2001,95
2300032996,23CI2001,95
2300031326,23CI2001,95
2300033356,23CI2001,95
2300033285,23CI2001,95
2300033479,23CI2001,95
2300033337,23CI2001,95
2300032005,23CI2001,95
2300031749,23CI2001,95
2300031367,23CI2001,95
2300030469,23CI2001,95
2300030773,23CI2001,95
2300033011,23CI2001,95
2300033915,23CI2001,95
2300030131,23CI2001,95
2300033252,23CI2001,95
2300030609,23CI2001,95
2300030833,23CI2001,95
2300032558,23CI2001,95
2300032058,23CI2001,95
2300032637,23CI2001,95
2300032574,23CI2001,95
2300032009,23CI2001,95
2300030138,23CI2001,95
2300031943,23CI2001,95
2300031147,23CI2001,95
2300031511,23CI2001,95
2300031119,23CI2001,95
2300032322,23CI2001,95
2300033381,23CI2001,95
2300039117,23CI2001,95
2300031836,23CI2001,95
2300032557,23CI2001,95
2300032073,23CI2001,95
2300032238,23CI2001,95
2300030277,23CI2001,95
2300031716,23CI2001,95
2300032728,23CI2001,95
2300033698,23CI2001,95
2300030941,23CI2001,95
2300032578,23CI2001,95
2300032298,23CI2001,95
2300031378,23CI2001,95
2300031542,23CI2001,95
2300033415,23CI2001,95
2300032458,23CI2001,95
2300033736,23CI2001,95
2300032735,23CI2001,95
2300032344,23CI2001,95
2300032015,23CI2001,95
2300032938,23CI2001,95
2300032964,23CI2001,95
2300030167,23CI2001,95
2300030453,23CI2001,95
2300032385,23CI2001,95
2300030013,23CI2001,95
2300032198,23CI2001,95
2300031899,23CI2001,95
2300030956,23CI2001,95
2300032669,23CI2001,95
2300032267,23CI2001,95
2300033116,23CI2001,95
2300030602,23CI2001,95
2300031818,23CI2001,95
2300032885,23CI2001,95
2300032004,23CI2001,95
2300033493,23CI2001,95
2300032370,23CI2001,95
2300032357,23CI2001,95
2300030496,23CI2001,95
2300030924,23CI2001,95
2300032437,23CI2001,95
2300033081,23CI2001,95
2300032329,23CI2001,95
2300030684,23CI2001,95
2300030114,23CI2001,95
2300030506,23CI2001,95
2300031578,23CI2001,95
2300031835,23CI2001,95
2300030106,23CI2001,95
2300033791,23CI2001,95
2300031622,23CI2001,95
2300030279,23CI2001,95
2300030255,23CI2001,95
2300031670,23CI2001,94
2300032676,23CI2001,94
2300032907,23CI2001,94
2300033672,23CI2001,94
2300032606,23CI2001,92
2300032707,23CI2001,92
2300030431,23CI2001,92
2300030704,23CI2001,90
2300033475,23CI2001,90
2300030594,23CI2001,90
2300031370,23CI2001,90
2300030176,23CI2001,90
2300031518,23CI2001,90
2300031068,23CI2001,90
2300031812,23CI2001,90
2300033187,23CI2001,90
2300032127,23CI2001,90
2300031431,23CI2001,90
2300039143,23CI2001,90
2300031783,23CI2001,90
2300032264,23CI2001,90
2300031357,23CI2001,90
2300033496,23CI2001,90
2300033355,23CI2001,90
2300033215,23CI2001,90
2300031730,23CI2001,90
2300033396,23CI2001,90
2300031252,23CI2001,90
2300030340,23CI2001,90
2300030119,23CI2001,90
2300033462,23CI2001,90
2300033055,23CI2001,90
2300032719,23CI2001,90
2300033244,23CI2001,90
2300030523,23CI2001,90
2300033477,23CI2001,90
2300032862,23CI2001,90
2300033326,23CI2001,90
2300030977,23CI2001,90
2300032311,23CI2001,90
2300031772,23CI2001,90
2300032571,23CI2001,90
2300032377,23CI2001,90
2300030425,23CI2001,90
2300033509,23CI2001,90
2300031443,23CI2001,90
2300032882,23CI2001,90
2300031095,23CI2001,90
2300032535,23CI2001,90
2300032784,23CI2001,90
2300033299,23CI2001,90
2300031024,23CI2001,90
2300032475,23CI2001,90
2300039074,23CI2001,90
2300031369,23CI2001,90
2300030052,23CI2001,90
2300033584,23CI2001,90
2300030923,23CI2001,90
2300033232,23CI2001,90
2300031928,23CI2001,90
2300032452,23CI2001,90
2300039056,23CI2001,90
2300033368,23CI2001,90
2300032149,23CI2001,90
2300031120,23CI2001,90
2300031274,23CI2001,90
2300030530,23CI2001,90
2300032629,23CI2001,90
2300032388,23CI2001,90
2300030500,23CI2001,90
2300030730,23CI2001,90
2300031839,23CI2001,90
2300033419,23CI2001,90
2300030593,23CI2001,90
2300032944,23CI2001,90
2300032467,23CI2001,90
2300033494,23CI2001,90
2300031563,23CI2001,90
2300032919,23CI2001,90
2300032404,23CI2001,90
2300031922,23CI2001,90
2300030542,23CI2001,90
2300031103,23CI2001,90
2300033350,23CI2001,90
2300033693,23CI2001,90
2300033018,23CI2001,90
2300033185,23CI2001,90
2300039054,23CI2001,90
2300032573,23CI2001,90
2300030762,23CI2001,90
2300031373,23CI2001,90
2300033141,23CI2001,90
2300032315,23CI2001,90
2300033311,23CI2001,90
2300031869,23CI2001,90
2300030859,23CI2001,90
2300031295,23CI2001,90
2300031494,23CI2001,90
2300033422,23CI2001,90
2300031264,23CI2001,90
2300031462,23CI2001,90
2300030028,23CI2001,90
2300030499,23CI2001,90
2300033406,23CI2001,90
2300031189,23CI2001,90
2300031092,23CI2001,90
2300033394,23CI2001,90
2300031934,23CI2001,90
2300031666,23CI2001,90
2300030552,23CI2001,90
2300031941,23CI2001,90
2300031142,23CI2001,90
2300030625,23CI2001,90
2300031487,23CI2001,90
2300033040,23CI2001,90
2300033237,23CI2001,90
2300033208,23CI2001,90
2300032266,23CI2001,90
2300031449,23CI2001,90
2300030932,23CI2001,90
2300030501,23CI2001,90
2300030427,23CI2001,90
2300033843,23CI2001,90
2300030700,23CI2001,90
2300031055,23CI2001,90
2300031538,23CI2001,90
2300031755,23CI2001,90
2300031322,23CI2001,90
2300031669,23CI2001,90
2300031603,23CI2001,90
2300031724,23CI2001,90
2300032277,23CI2001,90
2300033306,23CI2001,90
2300032141,23CI2001,90
2300032759,23CI2001,90
2300032045,23CI2001,90
2300030091,23CI2001,90
2300033172,23CI2001,90
2300033921,23CI2001,90
2300032131,23CI2001,90
2300032195,23CI2001,90
2300031164,23CI2001,90
2300031394,23CI2001,90
2300032441,23CI2001,90
2300033452,23CI2001,90
2300032731,23CI2001,90
2300030075,23CI2001,88
2300033127,23CI2001,88
2300031785,23CI2001,88
2300033767,23CI2001,88
2300033170,23CI2001,88
2300032877,23CI2001,88
2300033793,23CI2001,88
2300031331,23CI2001,85
2300033530,23CI2001,85
2300033320,23CI2001,85
2300032154,23CI2001,85
2300033444,23CI2001,85
2300030914,23CI2001,85
2300032536,23CI2001,85
2300031276,23CI2001,85
2300032414,23CI2001,85
2300031472,23CI2001,85
2300032361,23CI2001,85
2300032413,23CI2001,85
2300032273,23CI2001,85
2300033519,23CI2001,85
2300031797,23CI2001,85
2300030937,23CI2001,85
2300033005,23CI2001,85
2300030590,23CI2001,85
2300031053,23CI2001,85
2300033046,23CI2001,85
2300031015,23CI2001,85
2300031247,23CI2001,85
2300031694,23CI2001,85
2300031871,23CI2001,85
2300032472,23CI2001,85
2300032406,23CI2001,85
2300031806,23CI2001,85
2300032622,23CI2001,85
2300030237,23CI2001,85
2300032819,23CI2001,85
2300030485,23CI2001,85
2300031907,23CI2001,85
2300030968,23CI2001,85
2300030200,23CI2001,85
2300031137,23CI2001,85
2300031535,23CI2001,85
2300033871,23CI2001,85
2300032657,23CI2001,85
2300033567,23CI2001,85
2300030682,23CI2001,85
2300031557,23CI2001,85
2300030910,23CI2001,85
2300031995,23CI2001,85
2300033342,23CI2001,85
2300031377,23CI2001,85
2300032229,23CI2001,85
2300030880,23CI2001,85
2300030550,23CI2001,85
2300030110,23CI2001,85
2300030081,23CI2001,85
2300031900,23CI2001,85
2300032036,23CI2001,85
2300030850,23CI2001,85
2300030874,23CI2001,85
2300031658,23CI2001,85
2300030722,23CI2001,85
2300030317,23CI2001,85
2300032713,23CI2001,85
2300030331,23CI2001,85
2300031177,23CI2001,85
2300033850,23CI2001,82
2300033671,23CI2001,82
2300032392,23CI2001,82
2300030249,23CI2001,80
2300032757,23CI2001,80
2300032778,23CI2001,80
2300033448,23CI2001,80
2300030527,23CI2001,80
2300030408,23CI2001,80
2300031209,23CI2001,80
2300030037,23CI2001,80
2300031413,23CI2001,80
2300032381,23CI2001,80
2300030289,23CI2001,80
2300031245,23CI2001,80
2300032369,23CI2001,80
2300033391,23CI2001,80
2300033354,23CI2001,80
2300033683,23CI2001,80
2300030382,23CI2001,80
2300033430,23CI2001,80
2300031843,23CI2001,80
2300030410,23CI2001,80
2300033401,23CI2001,80
2300031291,23CI2001,80
2300032817,23CI2001,80
2300030723,23CI2001,80
2300030042,23CI2001,80
2300033023,23CI2001,80
2300030396,23CI2001,80
2300031638,23CI2001,80
2300031616,23CI2001,80
2300032858,23CI2001,80
2300033052,23CI2001,80
2300031904,23CI2001,80
2300031453,23CI2001,80
2300031814,23CI2001,80
2300031520,23CI2001,80
2300032582,23CI2001,80
2300030220,23CI2001,80
2300030694,23CI2001,80
2300030613,23CI2001,80
2300030197,23CI2001,80
2300033206,23CI2001,80
2300030267,23CI2001,80
2300032312,23CI2001,80
2300030867,23CI2001,80
2300033374,23CI2001,80
2300032655,23CI2001,80
2300033239,23CI2001,80
2300031595,23CI2001,80
2300030823,23CI2001,80
2300032692,23CI2001,80
2300030333,23CI2001,80
2300032840,23CI2001,80
2300031020,23CI2001,80
2300033226,23CI2001,80
2300033839,23CI2001,80
2300031495,23CI2001,80
2300033071,23CI2001,80
2300031970,23CI2001,80
2300030374,23CI2001,80
2300030356,23CI2001,80
2300032690,23CI2001,80
2300030717,23CI2001,80
2300033658,23CI2001,80
2300031270,23CI2001,80
2300030709,23CI2001,80
2300031646,23CI2001,80
2300031109,23CI2001,80
2300031597,23CI2001,80
2300033013,23CI2001,80
2300030995,23CI2001,80
2300032743,23CI2001,80
2300033768,23CI2001,80
2300031620,23CI2001,80
2300033447,23CI2001,80
2300031082,23CI2001,80
2300031133,23CI2001,80
2300030254,23CI2001,80
2300033701,23CI2001,80
2300031779,23CI2001,80
2300032869,23CI2001,80
2300032551,23CI2001,80
2300030520,23CI2001,80
2300032939,23CI2001,80
2300033153,23CI2001,80
2300032608,23CI2001,80
2300033209,23CI2001,80
2300030298,23CI2001,80
2300030307,23CI2001,80
2300030111,23CI2001,80
2300031519,23CI2001,80
2300031332,23CI2001,80
2300031116,23CI2001,80
2300033621,23CI2001,80
2300033059,23CI2001,80
2300031060,23CI2001,80
2300033399,23CI2001,80
2300030256,23CI2001,80
2300031397,23CI2001,80
2300030879,23CI2001,80
2300031312,23CI2001,80
2300031086,23CI2001,80
2300033389,23CI2001,80
2300031549,23CI2001,80
2300039038,23CI2001,80
2300033351,23CI2001,80
2300032353,23CI2001,80
2300030893,23CI2001,80
2300031016,23CI2001,80
2300030016,23CI2001,80
2300030502,23CI2001,80
2300032506,23CI2001,80
2300033615,23CI2001,80
2300032607,23CI2001,80
2300030905,23CI2001,80
2300031512,23CI2001,80
2300031421,23CI2001,80
2300030489,23CI2001,80
2300031185,23CI2001,80
2300031722,23CI2001,80
2300031663,23CI2001,80
2300033470,23CI2001,80
2300032818,23CI2001,80
2300031043,23CI2001,80
2300032635,23CI2001,80
2300031083,23CI2001,80
2300033739,23CI2001,80
2300031005,23CI2001,80
2300030843,23CI2001,80
2300031536,23CI2001,80
2300031838,23CI2001,80
2300032352,23CI2001,80
2300032483,23CI2001,80
2300032706,23CI2001,80
2300032736,23CI2001,80
