student_uni_id,coursecode,attendance
2400030465,24SC2006,100
2400030465,24SDCS01,96
2400030465,23UC0008,100
2400030490,24AD2103,100
2400030490,24AD2001,95
2400030490,24CS2202,89
2400030490,24MT2012,100
2400030490,24SC2006,63
2400030490,24SDCS01,100
2400030493,24AD2103,91
2400030493,24AD2001,100
2400030493,24AD01HF,96
2400030493,24CS2202,100
2400030493,24MT2019,93
2400030493,24SC2006,99
2400030493,24SDCS01,100
2400030493,23UC0008,100
2400030517,24AD2103,91
2400030517,24AD2001,87
2400030517,24CS2202,83
2400030517,24MT2012,77
2400030517,24SC2006,83
2400030517,24SDCS01,77
2400030521,24AD2103,91
2400030521,24AD2001,92
2400030521,24CS2101,86
2400030521,24EC2106,96
2400030521,24MT2019,93
2400030521,24SC2006,80
2400030521,24SDCS01,89
2400030521,OEPY0001,85
2400030526,24AD2103,87
2400030526,24AD2001,88
2400030526,24CS2202,89
2400030526,24MT2012,93
2400030526,24SC2006,86
2400030526,24SDCS01,87
2400030535,24AD2103,77
2400030535,24AD2001,87
2400030535,24CS2202,92
2400030535,24MT2012,100
2400030535,24SC2006,92
2400030535,24SDCS01,92
2400030545,24AD2001,88
2400030545,24AD01HF,78
2400030545,24CS2202,70
2400030545,24CS2101,75
2400030545,24MT2019,72
2400030545,24SDCS01,80
2400030545,24CS2203,74
2400030546,24AD2103,100
2400030546,24AD2001,96
2400030546,24CS2101,100
2400030546,24EC2106,92
2400030546,24MT2019,93
2400030546,24SC2006,100
2400030546,24SDCS01,92
2400030546,23UC0008,100
2400030565,24AD2103,87
2400030565,24AD2001,75
2400030565,24AD01HF,75
2400030565,24CS2101,93
2400030565,24MT2012,85
2400030565,24SC2006,81
2400030565,24SDCS01,77
2400030568,24AD2103,66
2400030568,24AD2001,70
2400030568,24CS2202,55
2400030568,24MT2019,79
2400030568,24SC2006,61
2400030568,24SDCS01,68
2400030572,24AD2103,100
2400030572,24AD2001,96
2400030572,24AD01HF,88
2400030572,24CS2202,100
2400030572,24MT2019,100
2400030572,24SC2006,93
2400030572,24SDCS01,100
2400030572,23UC0009,89
2400030575,24AD2103,100
2400030575,24AD2001,92
2400030575,24CS2101,96
2400030575,24MT2012,100
2400030575,24SC2006,88
2400030575,24SDCS01,100
2400030575,23FL3058,100
2400030578,24AD2103,100
2400030578,24AD2001,100
2400030578,24CS2101,100
2400030578,24MT2019,100
2400030578,24SC2006,80
2400030578,24SDCS01,89
2400030591,24AD2103,100
2400030591,24AD2001,100
2400030591,24CS2202,91
2400030591,24MT2019,100
2400030591,24SC2006,92
2400030591,24SDCS01,100
2400030594,24AD2103,93
2400030594,24AD2001,100
2400030594,24AD01HF,96
2400030594,24CS2101,100
2400030594,24MT2012,100
2400030594,24SC2006,92
2400030594,24SDCS01,100
2400030594,23UC0009,100
2400030597,24AD2103,80
2400030597,24AD2001,92
2400030597,24CS2101,84
2400030597,24MT2012,86
2400030597,24SC2006,87
2400030597,24SDCS01,88
2400030597,23FL3058,85
2400030602,24AD2103,96
2400030602,24AD2001,100
2400030602,24CS2202,90
2400030602,24MT2019,93
2400030602,24SC2006,89
2400030602,24SDCS01,100
2400030602,OEAR0001,67
2400030605,24AD2103,100
2400030605,24AD2001,100
2400030605,24CS2101,100
2400030605,24EC2106,100
2400030605,24MT2019,100
2400030605,24SC2006,100
2400030605,24SDCS01,100
2400030605,OEEE0013,100
2400030606,24AD2103,69
2400030606,24AD2001,72
2400030606,24CS2202,79
2400030606,24EC2106,74
2400030606,24MT2012,77
2400030606,24SC2006,72
2400030606,24SDCS01,78
2400030607,24AD2001,100
2400030607,24AD01HF,100
2400030607,24CS2101,97
2400030607,24MT2019,100
2400030607,24SDCS01,100
2400030607,24CS2203,100
2400030607,23UC0009,93
2400030614,24AD2103,81
2400030614,24AD2001,72
2400030614,24CS2202,78
2400030614,24MT2012,58
2400030614,24SC2006,71
2400030614,24SDCS01,48
2400030617,24AD2103,93
2400030617,24AD2001,100
2400030617,24CS2202,95
2400030617,24EC2106,87
2400030617,24MT2019,100
2400030617,24SC2006,96
2400030617,24SDCS01,100
2400030617,OEAR0001,93
2400030629,24AD2103,100
2400030629,24AD2001,96
2400030629,24CS2202,100
2400030629,24EC2106,88
2400030629,24MT2012,86
2400030629,24SC2006,94
2400030629,24SDCS01,84
2400030642,24AD2103,91
2400030642,24AD2001,92
2400030642,24CS2101,97
2400030642,24MT2012,100
2400030642,24SC2006,97
2400030642,24SDCS01,77
2400030642,24MB4055,77
2400030644,24AD2103,100
2400030644,24AD2001,96
2400030644,24CS2202,90
2400030644,24EC2106,100
2400030644,24MT2012,93
2400030644,24SC2006,97
2400030644,24SDCS01,89
2400030645,24AD2103,91
2400030645,24AD2001,81
2400030645,24CS2101,83
2400030645,24EC2106,76
2400030645,24MT2019,70
2400030645,24SC2006,90
2400030645,24SDCS01,88
2400030645,23UC0009,86
2400030651,24AD2103,100
2400030651,24AD2001,92
2400030651,24AD01HF,96
2400030651,24CS2101,100
2400030651,24MT2012,86
2400030651,24SC2006,100
2400030651,24SDCS01,96
2400030660,24AD2001,100
2400030660,24CS2202,100
2400030660,24CS2101,100
2400030660,24MT2019,100
2400030660,24SDCS01,100
2400030660,24CS2203,94
2400030660,OECE0003,100
2400030667,24AD2103,87
2400030667,24AD2001,96
2400030667,24CS2101,93
2400030667,24MT2019,93
2400030667,24SC2006,78
2400030667,24SDCS01,97
2400030669,24AD2103,91
2400030669,24AD2001,82
2400030669,24CS2101,86
2400030669,24MT2012,93
2400030669,24SC2006,81
2400030669,24SDCS01,84
2400030669,23UC0008,82
2400030675,24AD2103,93
2400030675,24AD2001,92
2400030675,24CS2202,100
2400030675,24MT2012,86
2400030675,24SC2006,100
2400030675,24SDCS01,88
2400030686,24AD2103,89
2400030686,24AD2001,89
2400030686,24CS2202,86
2400030686,24MT2012,93
2400030686,24SC2006,75
2400030686,24SDCS01,100
2400030690,24AD2103,100
2400030690,24AD2001,100
2400030690,24CS2101,100
2400030690,24MT2012,93
2400030690,24SC2006,89
2400030690,24SDCS01,88
2400030690,23FL3055,100
2400030691,24AD2103,91
2400030691,24AD2001,88
2400030691,24AD01HF,90
2400030691,24CS2202,86
2400030691,24MT2019,93
2400030691,24SC2006,85
2400030691,24SDCS01,85
2400030691,OEAR0001,94
2400030701,24AD2001,92
2400030701,24CS2202,96
2400030701,24MT2019,75
2400030701,24SDCS01,88
2400030701,24CS2203,98
2400030704,24AD2103,78
2400030704,24AD2001,79
2400030704,24CS2202,93
2400030704,24MT2012,70
2400030704,24SC2006,81
2400030704,24SDCS01,89
2400030704,OEEE0013,82
2400030707,24AD2103,93
2400030707,24AD2001,87
2400030707,24AD01HF,91
2400030707,24CS2202,79
2400030707,24MT2019,86
2400030707,24SC2006,92
2400030707,24SDCS01,96
2400030711,24AD2103,70
2400030711,24AD2001,88
2400030711,24AD01HF,69
2400030711,24CS2101,80
2400030711,24MT2019,79
2400030711,24SC2006,82
2400030711,24SDCS01,84
2400030711,OEAR0001,59
2400030720,24AD2103,100
2400030720,24AD2001,100
2400030720,24AD01HF,96
2400030720,24CS2101,100
2400030720,24MT2019,100
2400030720,24SC2006,89
2400030720,24SDCS01,96
2400030720,OEEE0013,100
2400030750,24AD2103,77
2400030750,24AD2001,89
2400030750,24CS2202,71
2400030750,24EC2106,78
2400030750,24MT2012,79
2400030750,24SC2006,86
2400030750,24SDCS01,76
2400030751,24AD2103,100
2400030751,24AD2001,100
2400030751,24CS2202,83
2400030751,24MT2012,100
2400030751,24SC2006,91
2400030751,24SDCS01,93
2400030751,23FL3058,88
2400030756,24AD2103,78
2400030756,24AD2001,71
2400030756,24CS2202,93
2400030756,24MT2012,100
2400030756,24SC2006,80
2400030756,24SDCS01,93
2400030758,24AD2103,82
2400030758,24AD2001,80
2400030758,24CS2202,86
2400030758,24EC2106,80
2400030758,24MT2012,85
2400030758,24SC2006,74
2400030758,24SDCS01,85
2400030759,24AD2103,89
2400030759,24AD2001,92
2400030759,24CS2101,88
2400030759,24MT2019,100
2400030759,24SC2006,92
2400030759,24SDCS01,96
2400030759,23UC0009,89
2400030761,24AD2103,90
2400030761,24AD2001,88
2400030761,24CS2202,90
2400030761,24EC2106,88
2400030761,24MT2012,85
2400030761,24SC2006,91
2400030761,24SDCS01,89
2400030764,24AD2103,100
2400030764,24AD2001,100
2400030764,24CS2202,97
2400030764,24MT2012,100
2400030764,24SC2006,97
2400030764,24SDCS01,89
2400030766,24AD2103,100
2400030766,24AD2001,91
2400030766,24CS2101,90
2400030766,24EC2106,100
2400030766,24MT2019,93
2400030766,24SC2006,81
2400030766,24SDCS01,92
2400030768,24AD2103,96
2400030768,24AD2001,92
2400030768,24CS2202,100
2400030768,24EC2106,100
2400030768,24MT2019,77
2400030768,24SC2006,97
2400030768,24SDCS01,100
2400030768,23FL3055,38
2400030769,24AD2103,87
2400030769,24AD2001,80
2400030769,24CS2202,97
2400030769,24MT2019,77
2400030769,24SC2006,77
2400030769,24SDCS01,85
2400030770,24AD2103,100
2400030770,24AD2001,92
2400030770,24CS2202,100
2400030770,24MT2012,70
2400030770,24SC2006,97
2400030770,24SDCS01,100
2400030773,24AD2103,23
2400030773,24AD2001,30
2400030773,24CS2202,15
2400030773,24MT2012,24
2400030773,24SC2006,20
2400030773,24SDCS01,27
2400030775,24AD2103,89
2400030775,24AD2001,84
2400030775,24CS2202,75
2400030775,24MT2012,86
2400030775,24SC2006,92
2400030775,24SDCS01,80
2400030778,24AD2103,64
2400030778,24AD2001,96
2400030778,24CS2202,100
2400030778,24MT2019,93
2400030778,24SC2006,94
2400030778,24SDCS01,100
2400030783,24AD2103,66
2400030783,24AD2001,80
2400030783,24AD01HF,64
2400030783,24CS2101,75
2400030783,24MT2019,72
2400030783,24SC2006,88
2400030783,24SDCS01,72
2400030783,OECE0001,67
2400030784,24AD2103,89
2400030784,24AD2001,75
2400030784,24CS2202,75
2400030784,24MT2012,79
2400030784,24SC2006,85
2400030784,24SDCS01,80
2400030787,24AD2103,55
2400030787,24AD2001,52
2400030787,24CS2101,47
2400030787,24MT2012,70
2400030787,24SC2006,48
2400030787,24SDCS01,37
2400030787,OEAR0001,47
2400030789,24AD2103,70
2400030789,24AD2001,88
2400030789,24AD01HF,82
2400030789,24CS2101,87
2400030789,24MT2019,72
2400030789,24SC2006,100
2400030789,24SDCS01,88
2400030789,OECE0001,50
2400030794,24AD2103,91
2400030794,24AD2001,84
2400030794,24CS2101,75
2400030794,24EC2106,83
2400030794,24MT2019,77
2400030794,24SC2006,77
2400030794,24SDCS01,74
2400030794,OEAR0001,67
2400030798,24AD2001,84
2400030798,24AD01HF,64
2400030798,24CS2202,77
2400030798,24CS2101,72
2400030798,24MT2012,85
2400030798,24SDCS01,67
2400030798,24CS2203,74
2400030798,23UC0008,55
2400030802,24AD2103,86
2400030802,24AD2001,100
2400030802,24CS2202,95
2400030802,24MT2012,88
2400030802,24SC2006,100
2400030802,24SDCS01,100
2400030804,24AD2001,92
2400030804,24AD01HF,82
2400030804,24CS2101,93
2400030804,24MT2019,100
2400030804,24SDCS01,100
2400030804,24CS2203,94
2400030804,23UC0009,93
2400030815,24AD2103,96
2400030815,24AD2001,96
2400030815,24CS2202,93
2400030815,24MT2012,85
2400030815,24SC2006,91
2400030815,24SDCS01,100
2400030815,24MB4055,56
2400030821,24AD2103,88
2400030821,24AD2001,80
2400030821,24CS2202,91
2400030821,24MT2019,86
2400030821,24SC2006,84
2400030821,24SDCS01,72
2400030828,24AD2103,73
2400030828,24AD2001,75
2400030828,24CS2202,65
2400030828,24MT2019,77
2400030828,24SC2006,58
2400030828,24SDCS01,67
2400030828,23FL3058,13
2400030832,24AD2103,87
2400030832,24AD2001,96
2400030832,24CS2202,63
2400030832,24MT2012,100
2400030832,24SC2006,81
2400030832,24SDCS01,73
2400030832,23FL3058,83
2400030835,24AD2103,91
2400030835,24AD2001,96
2400030835,24CS2202,79
2400030835,24MT2019,77
2400030835,24SC2006,74
2400030835,24SDCS01,89
2400030836,24AD2103,100
2400030836,24AD2001,71
2400030836,24CS2202,97
2400030836,24MT2019,100
2400030836,24SC2006,62
2400030836,24SDCS01,66
2400030836,OEEE0013,58
2400030845,24AD2001,96
2400030845,24CS2202,74
2400030845,24CS2101,86
2400030845,24MT2019,93
2400030845,24SDCS01,80
2400030845,24CS2203,85
2400030845,23UC0009,91
2400030850,24AD2103,64
2400030850,24AD2001,75
2400030850,24CS2202,90
2400030850,24MT2012,93
2400030850,24SC2006,85
2400030850,24SDCS01,74
2400030857,24AD2103,91
2400030857,24AD2001,100
2400030857,24AD01HF,91
2400030857,24CS2202,93
2400030857,24MT2019,100
2400030857,24SC2006,100
2400030857,24SDCS01,100
2400030865,24AD2103,91
2400030865,24AD2001,96
2400030865,24AD01HF,80
2400030865,24CS2101,86
2400030865,24MT2019,100
