Student ID,CGPA
2400030602,8.72
2400031785,8.72
2400032180,8.72
2400030167,8.7
2400030231,8.7
2400031176,8.7
2400031791,8.7
2400032479,8.7
2400032527,8.7
2400033274,8.7
2400030223,8.67
2400030304,8.67
2400030759,8.67
2400030794,8.67
2400031405,8.67
2400031549,8.67
2400032642,8.67
2400032890,8.67
2400030147,8.65
2400030342,8.65
2400031481,8.65
2400031554,8.65
2400032561,8.65
2400032623,8.65
2400030191,8.63
2400030280,8.63
2400031472,8.63
2400031657,8.63
2400032305,8.63
2400032463,8.63
2400030758,8.62
2400031005,8.62
2400032178,8.62
2400032291,8.62
2400031351,8.6
2400031463,8.6
2400031837,8.6
2400031856,8.6
2400032639,8.6
2400032663,8.6
2400030607,8.58
2400030629,8.58
2400031197,8.58
2400031206,8.58
2400032318,8.58
2400032775,8.58
2400030450,8.57
2400030463,8.57
2400032388,8.57
2400032467,8.57
2400030930,8.56
2400030988,8.56
2400033096,8.56
2400033273,8.56
2400031199,8.55
2400032150,8.55
2400030865,8.53
2400030990,8.53
2400031291,8.53
2400031434,8.53
2400032648,8.53
2400033352,8.53
2400031410,8.52
2400032265,8.52
2400030197,8.51
2400030227,8.51
2400031030,8.51
2400031413,8.51
2400032269,8.51
2400032301,8.51
2400033344,8.51
2400030041,8.5
2400031011,8.5
2400031194,8.5
2400032121,8.5
2400032128,8.5
2400032756,8.5
2400032896,8.5
2400030229,8.49
2400030309,8.49
2400031393,8.49
2400031551,8.49
2400032793,8.49
2400033366,8.49
2400030352,8.47
2400030465,8.47
2400030991,8.47
2400031186,8.47
2400031503,8.47
2400031734,8.47
2400032482,8.47
2400032652,8.47
2400033287,8.47
2400030125,8.45
2400030448,8.45
2400030455,8.45
2400032113,8.45
2400032228,8.45
2400032781,8.45
2400032986,8.45
2400030873,8.44
2400030396,8.42
2400030750,8.42
2400030876,8.42
2400031188,8.42
2400031668,8.42
2400031957,8.42
2400032106,8.42
2400032416,8.42
2400032852,8.42
2400030100,8.4
2400030121,8.4
2400031038,8.4
2400031062,8.4
2400031763,8.4
2400031888,8.4
2400032664,8.4
2400032764,8.4
2400030098,8.37
2400030182,8.37
2400030606,8.37
2400030660,8.37
2400031180,8.37
2400031295,8.37
2400031849,8.37
2400032027,8.37
2400032386,8.37
2400032420,8.37
2400033267,8.37
2400030306,8.35
2400030965,8.35
2400031130,8.35
2400031423,8.35
2400031427,8.35
2400031933,8.35
2400032021,8.35
2400032575,8.35
2400032587,8.35
2400033047,8.35
2400033063,8.35
2400030902,8.33
2400031072,8.33
2400032617,8.33
2400032626,8.33
2400031428,8.32
2400031515,8.32
2400033198,8.32
2400033285,8.32
2400030955,8.3
2400031249,8.3
2400031289,8.3
2400031716,8.3
2400031740,8.53
2400032082,8.3
2400032183,8.3
2400032441,8.3
2400032621,8.3
2400033040,8.3
2400033087,8.3
2400030291,8.28
2400030789,8.28
2400031334,8.28
2400031442,8.28
2400033106,8.28
2400033109,8.28
2400030326,8.27
2400030565,8.27
2400032655,8.27
2400032882,8.27
2400030886,8.26
2400031088,8.26
2400031604,8.26
2400031689,8.26
2400032961,8.26
2400033138,8.26
2400031201,8.25
2400031501,8.25
2400030072,8.23
2400030459,8.23
2400032101,8.23
2400032406,8.23
2400030116,8.22
2400030149,8.22
2400031844,8.22
2400032212,8.22
2400031018,8.21
2400031925,8.21
2400032371,8.21
2400030575,8.2
2400030768,8.2
2400031676,8.2
2400031723,8.2
2400032970,8.2
2400033085,8.2
2400031521,8.19
2400032063,8.19
2400031575,8.17
2400031588,8.17
2400033105,8.17
2400033173,8.17
2400030908,8.16
2400030943,8.16
2400031406,8.16
2400031417,8.16
2400033019,8.16
2400033270,8.16
2400031177,8.15
2400031189,8.15
2400031813,8.15
2400032024,8.15
2400033083,8.15
2400030261,8.14
2400030984,8.14
2400031139,8.14
2400032270,8.14
2400032452,8.14
2400030002,8.25
2400030413,8.12
2400031100,8.12
2400031213,8.12
2400031641,8.12
2400031812,8.12
2400032346,8.12
2400032398,8.12
2400030285,8.1
2400030868,8.1
2400031717,8.1
2400032392,8.1
2400030896,8.09
2400031192,8.09
2400032120,8.09
2400032186,8.09
2400030879,8.07
2400030911,8.07
2400031440,8.07
2400031473,8.07
2400032234,8.07
2400032350,8.07
2400033112,8.07
2400030645,8.05
2400031053,8.05
2400031124,8.05
2400032313,8.05
2400032429,8.05
2400033060,8.05
2400030088,8.02
2400030444,8.02
2400030490,8.02
2400030651,8.02
2400030669,8.02
2400031019,8.02
2400031159,8.02
2400031479,8.02
2400031544,8.02
2400032526,8.02
2400032650,8.02
2400030059,8
2400030276,8
2400030594,8
2400030751,8
2400030977,8
2400031078,8
2400032833,8
2400033195,8
2400031148,7.98
2400031556,7.98
2400032345,7.98
2400032536,7.98
2400033090,7.98
2400033113,7.98
2400030963,7.97
2400031476,7.97
2400030918,7.95
2400031064,7.95
2400031370,7.95
2400031508,7.95
2400032048,7.95
2400032147,7.95
2400033227,7.95
2400033319,7.95
2400031342,7.93
2400031388,7.93
2400033221,7.93
2400033257,7.93
2400031492,7.92
2400031682,7.92
2400030578,7.91
2400030775,7.91
2400031814,7.91
2400032794,7.91
2400030802,7.9
2400031076,7.9
2400032331,7.9
2400032755,7.9
2400033282,7.88
2400030454,7.87
2400031105,8.27
2400031234,7.97
2400032705,7.87
2400032736,7.87
2400031271,7.86
2400031602,7.86
2400030764,7.85
2400030935,7.85
2400032001,7.85
2400032876,7.85
2400031215,7.84
2400031497,7.84
2400031220,7.82
2400031603,7.82
2400032866,7.82
2400033288,7.82
2400033129,7.81
2400033240,7.81
2400031886,7.8
2400031935,7.8
2400031377,7.79
2400031436,7.79
2400032982,7.79
2400030199,7.77
2400030597,7.77
2400031119,7.77
2400032192,7.77
2400032328,7.77
2400033161,7.77
2400030051,7.75
2400031541,7.75
2400031766,7.75
2400031063,7.74
2400031107,7.74
2400031721,7.74
2400032139,7.74
2400030517,7.72
2400030675,7.72
2400031217,7.72
2400031256,7.72
2400032333,7.72
2400032638,7.72
2400033272,7.72
2400030704,8.05
2400031147,7.7
2400031439,7.7
2400031894,7.7
2400032593,7.7
2400030850,7.67
2400031170,7.67
2400031340,7.67
2400031450,7.67
2400032856,7.67
2400032858,7.67
2420030454,7.67
2400030302,7.65
2400031363,7.65
2400031449,7.65
2400032325,7.65
2400032668,7.65
2400033362,7.65
2400030449,7.63
2400032049,7.63
2400032299,7.63
2400030443,7.6
2400030667,7.6
2400031118,7.6
2400031151,7.6
2400032551,7.6
2400032596,7.6
2400030535,7.58
2400031502,7.58
2400030778,7.57
2400031137,7.57
2400032739,7.57
2400033179,7.57
2400031773,7.56
2400033205,8.3
2400031966,7.55
2400031989,7.55
2400032456,7.55
2400032841,7.55
2400030845,7.53
2400030953,7.53
2400032959,7.53
2400030756,7.52
2400032132,7.52
2400032501,7.52
2400032490,7.51
2400032609,7.51
2400031341,7.5
2400032831,7.5
2400031374,7.49
2400031859,7.49
2400030200,7.47
2400030997,7.47
2400031941,7.47
2400032215,7.47
2400030441,7.45
2400030568,7.45
2400030770,7.44
2400030821,7.44
2400032203,7.44
2400032367,7.44
2400030769,7.42
2400030972,7.42
2400032803,7.42
2400033153,7.42
2400030944,7.4
2400031251,7.4
2400032229,7.4
2400032340,7.4
2400033024,7.4
2400030701,7.37
2400031584,7.37
2400031691,7.37
2400033032,7.37
2400033183,7.37
2400031332,7.35
2400031456,7.35
2400032008,7.35
2400032036,7.35
2400030894,7.33
2400031101,7.33
2400031246,7.32
2400031308,7.32
2400031358,7.3
2400031447,7.3
2400032433,7.3
2400032765,7.7
2400033016,7.3
2400033074,7.3
2400031493,7.28
2400030835,7.27
2400033292,7.27
2400030898,7.26
2400032698,7.26
2400033208,7.26
2400031744,7.25
2400032552,7.25
2400031226,7.23
2400031236,7.23
2400030787,7.22
2400031379,7.82
2400032311,7.21
2400032760,7.21
2400030784,7.19
2400031084,7.19
2400031190,7.17
2400031360,7.17
2400030890,7.16
2400031737,7.16
2400033035,7.15
2400030591,7.14
2400032690,7.12
2400033125,7.12
2400031999,7.1
2400032054,7.1
2400031021,7.07
2400031152,7.07
2400033002,7.07
2400033336,7.07
2400031448,7.05
2400032189,7.05
2400080200,7.05
2400030828,8.27
2400030690,7
2400030836,7
2400033335,7
2400031580,0
2400031238,6.97
2400031674,6.97
2400031536,7.4
2400031792,6.95
2400031991,6.92
2400032555,6.92
2400031667,6.9
2400032735,6.9
2400031376,6.88
2400031446,6.88
2400030423,6.85
2400031853,6.85
2400032376,6.82
2400032381,6.82
2400031591,0
2400032089,6.8
2400031261,6.77
2400031414,6.77
2400032032,6.76
2400032529,8.55
2400033036,6.75
2400031012,6.74
2400031571,0
2400031610,6.74
2400032888,6.72
2400033307,6.72
2400033133,6.7
2400031229,6.67
2400032847,7.05
2400031081,6.65
2400032894,0
2400033359,7
2400030686,6.62
2400031461,6.62
2400031210,6.57
2400033303,6.57
2400032099,6.53
2400032545,6.53
2400033338,6.47
2400030815,6.45
2400032047,6.4
2400030526,6.37
2400032949,6.32
2400031094,6.3
2400031460,6.28
2400031507,6.26
2400033094,6.22
2400030117,6.21
2400031183,6.19
2400033194,6.19
2400031707,7.91
2400032893,6.14
2400032817,6.42
2400030417,6.07
2400031245,6.02
2400033119,6.42
2400031128,5.98
2400033017,5.97
2400032761,5.88
2400033100,6.53
2400031071,5.72
2400031808,5.72
2400033041,5.55
2400033137,5.53
2400031494,6.02
2400032319,5.44
2400030832,5.92
2400031033,5.32
2400033001,5.25
2400031524,5.23
2400032110,5.14
2400032272,5.1
2400031462,5
2400033159,4.97
2400032984,5.28
2400032253,4.77
2400030642,4.58
2400031168,4.42
2400031283,4.4
2400030420,4.15
2400030614,4.15
2400033128,4.4
2400031627,5.25
2400030919,4.79
2400030773,3.72
2400031546,3.4
2400031803,3.37
2400032934,5.11
2400033042,1.32
2400032404,3.47
2400032931,0.81
2400031841,#N/A
2400080021,8.2
2400100076,0
2400040164,0
2400031590,9.62
2400100036,#N/A
2400031700,8.87
2400040274,0
2300030181,9.81
2300032288,9.62
2300030794,9.68
2300032715,9.7
2300030923,9.7
2300030320,9.71
2300032694,9.49
2300033072,9.55
2300031177,9.27
2300033758,9.15
2300031593,9.4
2300031010,9.15
2300031925,9.16
2300033129,9.07
2300031856,9.22
2300030344,9.23
2300031296,8.71
2300032302,9.25
2300033194,9.11
2300030089,9.2
2300032178,9.23
2300030464,9.17
2300033541,9.12
2300031437,9.1
2300032279,9.1
2300031782,9.09
2300030643,8.92
2300033415,9.11
2300033737,8.82
2300031865,9.03
2300032975,8.83
2300032352,9.07
2300033550,8.67
2300030939,9.1
2300031047,8.95
2300031043,8.89
2300033513,8.8
2300032627,9.02
2300031744,8.85
2300033142,8.74
2300033704,8.91
2300030101,8.76
2300031299,8.58
2300032227,8.81
2300032306,8.69
2300033920,8.55
2300032367,8.8
2300032028,8.93
2300032485,8.77
2300033380,9.17
2300030826,9.32
2300033537,8.88
2300032010,8.71
2300033475,8.85
2300033184,8.3
2300031594,8.84
2300033540,8.77
2300030637,8.78
2300031584,8.73
2300030985,8.49
2300031806,8.81
2300031094,8.79
2300033307,8.87
2300030889,8.62
2300030501,8.85
2300033239,6.75
2300031909,8.74
2300032102,8.71
2300033732,8.83
2300033604,8.54
2300030183,8.66
2300032363,8.69
2300031748,8.71
2300033673,8.7
2300031330,8.75
2300031929,8.72
2300031917,8.64
2300030850,8.62
2300032195,8.77
2300033043,8.47
2300030863,8.73
2300033807,8.35
2300030927,7.46
2300033124,8.49
2300032345,8.69
2300030070,8.65
2300030560,8.52
2300033364,8.53
2300032057,8.48
2300031815,8.59
2300031714,8.47
2300032893,8.25
2300032814,8.55
2300033653,8.48
2300033671,8.48
2300031966,8.6
2300033281,8.52
2300032702,8.32
2300031614,8.51
2300032158,8.2
2300030712,8.67
2300031020,8.31
2300032315,8.31
2300033864,8.39
2300033366,8.26
2300032064,8.33
2300030900,8.39
2300031958,8.23
2300033504,8.2
2300032582,8.74
2300031164,8.44
2300031109,8.38
2300032112,8.6
2300031125,8.28
2300032860,8.12
2300032598,8.3
2300030997,8.07
2300030835,8.22
2300032784,8.32
2300033598,7.7
2300033061,7.95
2300031796,8.24
2300033863,8.21
2300032960,8.26
2300031843,8.46
2300032777,8.18
2300030505,8.13
2300030754,8.49
2300031334,7.94
2300033902,8.15
2300030382,8.2
2300030888,8.35
2300032468,8.38
2300030913,8.3
2300032036,8.15
2300030919,8.19
2300031374,8.2
2300030854,8.31
2300030691,8.17
2300030825,8.2
2300032799,8.08
2300031245,7.81
2300031119,7.95
2300032338,8
2300030734,8.31
2300030519,8.17
2300030020,8
2300032677,8.76
2300033449,8.08
2300031171,8.6
2300031250,8.15
2300030800,8.02
2300033388,8.35
2300031326,8.09
2300033293,7.49
2300031800,8.07
2300032262,8.16
2300033062,8.02
2300031975,8.04
2300030506,8.27
2300033478,8.06
2300030847,7.85
2300032295,8.22
2300031573,8.41
2300032510,8.06
2300032154,7.53
2300031913,8.11
2300032004,7.82
2300032073,8.09
2300033063,8.25
2300031271,8.04
2300033587,7.6
2300033435,8.13
2300030881,7.84
2300033605,7.93
2300033179,8.05
2300032953,7.88
2300031310,7.86
2300032621,8
2300033765,8.06
2300030110,7.6
2300031928,8.11
2300033285,7.89
2300033505,7.96
2300033769,7.75
2300033512,7.86
2300030395,8.29
2300032964,8.02
2300033336,8.12
2300030450,8.11
2300032069,8.06
2300030811,7.86
2300030797,7.79
2300031873,8.36
2300033261,7.88
2300031862,7.89
2300032030,7.97
2300030206,7.67
2300033469,7.93
2300031760,8.25
2300031701,8.05
2300030285,7.9
2300032013,7.86
2300033085,7.52
2300031936,7.75
2300031276,7.78
2300031476,7.86
2300032188,8.01
2300030961,7.95
2300031742,7.84
2300031716,8
2300031978,7.87
2300032413,7.54
2300032385,7.82
2300033439,7.27
2300033292,7.91
2300033628,7.7
2300032534,7.96
2300031611,7.7
2300032661,7.79
2300031282,7.81
2300031520,7.65
2300033636,7.85
2300033147,7.24
2300031375,7.58
2300031869,7.34
2300033162,7.86
2300030768,7.73
2300032487,7.88
2300031838,7.68
2300033096,7.48
2300030890,7.76
2300031707,7.72
2300033922,7.19
2300031820,8.26
2300033480,7.84
2300033018,7.81
2300032068,7.74
2300030010,7.82
2300032376,7.69
2300033647,7.82
2300031568,7.71
2300030385,7.68
2300033709,7.74
2300031728,7.68
2300032229,7.88
2300033077,7.44
2300033690,7.6
2300033890,7.72
2300030522,7.56
2300033254,7.18
2300033909,7.51
2300032514,7.52
2300033082,6.43
2300031558,8.3
2300032888,6.99
2300030458,7.92
2300030479,6.8
2300032832,7.95
2300030573,8.01
2300031517,7.31
2300033915,6.9
2300033894,7.62
2300030541,7.87
2300031026,7.68
2300031732,7.64
2300031944,7.67
2300032787,7.96
2300032641,7.6
2300032834,7.54
2300031325,7.91
2300032169,8.47
2300033921,7.71
2300030883,7.29
2300033008,7.51
2300031588,7.99
2300032705,7.38
2300031793,7.17
2300030660,6.75
2300031969,7.58
2300031414,7.61
2300032806,7.59
2300032322,7.43
2300032736,7.66
2300030737,8.43
2300030530,7.52
2300031090,7.52
2300032101,7.57
2300033201,7.73
2300032845,7.55
2300031845,7.98
2300032204,7.95
2300030580,7.46
2300032780,7.52
2300032483,7.19
2300033109,6.87
2300031577,7.55
2300031311,6.55
2300033664,7.44
2300031023,7.3
2300032898,6.56
2300031154,7.21
2300031626,7.44
2300033481,7.7
2300033071,7.52
2300032120,7.27
2300031705,7.54
2300030451,6.84
2300030331,7.63
2300033923,7.53
2300030114,7.73
2300031521,7.82
2300033722,7.51
2300032770,7.6
2300030870,7.76
2300031435,6.7
2300031853,7.44
2300030203,7.22
2300033431,7.66
2300031816,7.17
2300033702,7
2300031776,7.52
2300032236,7.69
2300031295,7.44
2300031867,7.49
2300032200,7.32
2300030454,6.92
2300032130,7.48
2300030345,7.64
2300030322,7.32
2300031673,6.8
2300033340,6.84
2300030917,7.58
2300033637,7.8
2300031004,8.23
2300031658,7.36
2300032133,7.84
2300031510,7.44
2300031277,7.36
2300032313,7.45
2300033875,7.96
2300033054,7.35
2300030051,5.62
2300031366,7.81
2300032323,7.78
2300031772,7.35
2300032546,7.2
2300032256,7.14
2300030484,7.4
2300030690,7.46
2300031835,7.53
2300033015,6.94
2300033812,7.77
2300033377,7.89
2300031266,7.51
2300033568,7.8
2300033222,7.48
2300033108,7.94
2300032482,7.27
2300032053,7.35
2300031702,7.81
2300031619,7.3
2300030724,7.63
2300031578,7.44
2300031068,7.65
2300033756,7.13
2300031891,5.81
2300032554,7.7
2300032065,7.45
2300032181,5.96
2300033740,7.25
2300030905,7.49
2300033563,7.38
2300031008,6.73
2300033064,7.58
2300031194,7.78
2300033723,6.47
2300031797,6.63
2300031329,7.41
2300031635,6.98
2300033569,5.66
2300030291,7.33
2300033470,7.3
2300030316,6.99
2300031101,6.7
2300033221,7.65
2300033387,6.87
2300033122,7.64
2300033868,6.51
2300033035,6.61
2300030119,6.76
2300033606,6.53
2300032824,6.96
2300030615,6.57
2300030205,6.95
2300032257,6.4
2300032609,6.73
2300031135,8.19
2300033211,7.48
2300033490,7.06
2300032706,7.66
2300033714,6.58
2300030182,7.4
2300033826,7.21
2300032194,6.78
2300032340,7.2
2300031583,7.71
2300031983,7.93
2300032959,7.58
2300033009,6.5
2300033520,7.17
2300033134,5.46
2300033272,7.18
2300033381,7.46
2300030561,6.88
2300031847,7.16
2300032829,7.22
2300031436,5.37
2300031468,6.86
2300031536,7.15
2300032776,6.69
2300031003,6.89
2300033386,7.41
2300033205,5.52
2300031139,6.05
2300032874,5.8
2300031044,6.18
2300033056,6.72
2300033121,5.64
2300033324,6.87
2300033091,6.62
2300032678,6.94
2300030758,7.06
2300033865,5.33
2300031501,5.48
2300030249,6.87
2300032758,5.84
2300032071,7.07
2300033487,6.6
2300030874,5.95
2300032502,8.08
2300032119,6.11
2300033866,7.14
2300033156,7.52
2300031363,7.07
2300030191,6.48
2300031430,6.57
2300033629,5.08
2300030887,6.8
2300031951,7.34
2300033799,6.34
2300033744,6.55
2300033240,5.31
2300032836,6.14
2300031118,6.64
2300032618,6.1
2300033658,6.93
2300033244,5.16
2300032538,6.17
2300031132,6.9
2300033684,6.05
2300031406,6.3
2300030828,6.1
2300033781,6.63
2300032131,6.45
2300030142,6.04
2300030784,6.14
2300033114,6.16
2300031294,6.24
2300033914,6.45
2300031753,6.1
2300032159,6.14
2300031982,5.57
2300033761,5.68
2300031696,5.28
2300031358,6.41
2300031394,8.76
2300030783,5.72
2300032216,5.45
2300031029,7.75
2300033597,6.21
2300033926,6.84
2300033204,4.64
2300033517,5.67
2300033200,5.34
2300033552,6.73
2300033650,5.58
2300033371,4.57
2300030829,4.91
2300033014,6.99
2300032165,5.95
2300032765,6.72
2300031831,4.1
2300033622,5.09
2300033298,4.22
2300030515,5.72
2300030163,6.14
2300032901,3.94
2300032895,6.34
2300032399,6.03
2300030372,6.4
2300033828,4.78
2300032579,6.7
2300030158,6.01
2300033407,4.89
2300033771,4.31
2300033827,5.6
2300031477,5.11
2300033817,3.84
2300031715,4.73
2300031428,4.17
2300031799,4.58
2300031413,5.42
2300030898,4.22
2300033383,6.09
2300033834,5.41
2300033743,3.45
2300033370,4.76
2300032251,3.65
2300030703,5.48
2300032819,4.21
2300032043,3.17
2300033565,3.25
2300033176,3.38
2300030108,4.24
2300032778,4.11
2300033055,3.22
2300033925,3.6
2300032583,3.89
2300030894,3.51
2300033860,2.88
2300032662,3.02
2300031802,2.86
2300032223,4.45
2300033433,2.7
2300031902,3.02
2300031161,3.33
2300033076,3.42
2300033436,4.04
2300031979,3.21
2300032230,2.72
2300030053,1.38
2300033892,2.37
2300032478,0.97
2300033595,0.37
2300033331,1.31
2300033047,0.19
2300039169,10
2300039168,5.6
2200032451,9.2
2200030878,9.04
2200030911,8.52
2200030962,9.42
2200030904,9.02
2200030672,9.14
2200030881,8.73
2200030873,8.96
2200030713,8.64
2200030711,9.07
2200030952,9.08
2200030879,8.72
2200030944,9.04
2200030891,8.29
2200030663,9
2200030802,9.02
2200030694,8.79
2200030930,8.9
2200030853,8.94
2200030902,9.09
2200030665,8.85
2200030692,9.09
2200030862,8.89
2200030872,8.82
2200033268,8.66
2200033274,8.32
2200033266,8.71
2200033267,8.31
2200033269,7.4
2200033270,8.38
2200033277,8.52
2200033282,8.4
2200033287,6.5
2200033289,8.64
2200033290,8.21
2200033292,9.04
2200033297,8.22
2200033303,7.82
2200033307,8.76
2200031254,9.24
2200031611,9.31
2200030194,9.24
2200030205,9.51
2200030171,9.35
2200030726,8.57
2200030727,9.02
2200030657,8.47
2200030697,8.79
2200030696,8.99
2200030678,8.76
2200030724,7.93
2200030640,8.54
2200030746,8.83
2200030755,8.24
2200030708,8.43
2200030747,7.97
2200030689,8.67
2200030748,8.15
2200030972,8.93
2200030714,8.81
2200030717,8.31
2200030668,8.42
2200030728,8.48
2200030698,8.4
2200030750,8.99
2200030735,8.14
2200030729,8
2200030736,7.91
2200030760,8.4
2200030346,8.76
2200030401,8.2
2200030338,8.54
2200030355,7.97
2200030390,8.84
2200030448,8.41
2200030453,8
2200030414,7.31
2200030363,7.75
2200030375,8.84
2200030360,7.98
2200030370,8.51
2200030418,8.32
2200030387,8.6
2200030319,8.7
2200030432,8.39
2200030376,8.03
2200030334,8.44
2200030332,8.26
2200030443,8.2
2200030351,8.82
2200030344,8.73
2200030359,8.65
2200030314,3.79
2200030318,8.46
2200030324,8.29
2200030336,7.72
2200030403,8.51
2200030382,8.31
2200030455,8.32
2200031426,8.95
2200030025,8.6
2200030152,8.7
2200030031,7.84
2200030029,7.99
2200030164,8.43
2200030161,9.1
2200030140,8.29
2200030072,8.28
2200030059,8.9
2200030037,8.19
2200030099,8.61
2200030129,7.67
2200030046,7.98
2200030044,8.25
2200030045,7.09
2200030076,7.84
2200030069,8.52
2200030066,8.16
2200031412,8.39
2200030075,8.79
2200030047,8.76
2200030167,8.87
2200030150,8.93
2200030156,8.28
2200030160,9.05
2200030093,8.61
2200030083,7.99
2200030079,8.86
2200030021,8.6
2200032099,8.45
2200032040,8.63
2200031869,8.19
2200031929,8.49
2200032109,6.66
2200032030,8.32
2200031879,8.02
2200031871,8.64
2200032073,9.23
2200031958,8.87
2200032025,8.27
2200031843,4.97
2200031937,8.83
2200031894,8.82
2200031873,8.42
2200031891,8.32
2200031844,9
2200032066,8.17
2200031928,8.6
2200031851,8.01
2200032033,8.47
2200031881,8.82
2200031849,9.18
2200032085,8.41
2200032716,9.01
2200032080,8.56
2200032081,8.6
2200032095,8.45
2200031903,8.8
2200031689,8.96
2200031806,8.81
2200031023,7.93
2200031684,8.77
2200030993,8.97
2200031826,8.42
2200031638,8.9
2200031020,8.88
2200031662,8.83
2200031735,8.63
2200031753,8.73
2200031645,9.21
2200031754,8.7
2200031718,8.83
2200031712,7.83
2200031621,8.83
2200031653,8.88
2200031029,9.09
2200031665,9.07
2200031746,7.71
2200031763,8.15
2200031805,8.55
2200031800,6.49
2200031762,8.48
2200031819,8.64
2200031687,8.63
2200031694,9.52
2200031698,9.37
2200031795,7.95
2200031715,8.86
2200032982,7.69
2200032984,9.17
2200032981,8.5
2200032986,8.59
2200032991,8.72
2200033004,8.33
2200032995,7.45
2200033037,7.19
2200033038,8.12
2200033009,7.47
2200033011,7.55
2200033032,8.81
2200033055,8.69
2200033026,7.88
2200033028,8.59
2200033033,8.42
2200033044,8.03
2200033049,8.61
2200033052,8.44
2200033059,8.5
2200033064,8.46
2200033066,8.12
2200033070,8.52
2200033083,8.84
2200033078,8.73
2200033082,8.29
2200033031,3.6
2200033039,3.03
2200033076,3.59
2200033043,2.57
2200033162,6.18
2200033163,8.66
2200033167,6.45
2200033168,8.4
2200033175,5.85
2200033172,6.56
2200033184,7.87
2200033181,7.29
2200033183,8.86
2200033190,8.35
2200033185,5.66
2200033192,6.63
2200033193,7.6
2200033197,7.8
2200033201,8.47
2200033198,7.9
2200033196,8.45
2200033195,8.58
2200033199,7.59
2200033203,4.09
2200033204,6.19
2200033205,9.09
2200033209,8.13
2200033206,7.48
2200033207,6.25
2200033210,8.25
2200033211,6.66
2200033202,8.05
2200033164,8.68
2200039059,8.73
2200031728,8.55
2200030624,8.71
2200030471,8.74
2200030461,8.4
2200030563,8.61
2200030614,8.74
2200030637,4.48
2200030620,8.08
2200030527,8.88
2200030538,8.25
2200030603,8.66
2200030512,8.36
2200030516,8.32
2200030504,4.58
2200030519,7.76
2200030525,8.63
2200031738,8.61
2200030583,8.13
2200030572,8.66
2200030497,8.52
2200031730,8.48
2200031739,8.3
2200030475,3.09
2200030460,7.59
2200030491,8.35
2200030594,8.12
2200030592,8.56
2200030463,8.62
2200030539,8.44
2200031541,8.41
2200031539,7.56
2200031558,7.74
2200031585,8.94
2200031582,8.78
2200031581,8.92
2200031563,8.85
2200031542,6.15
2200031557,7.88
2200031580,8.24
2200031534,8.15
2200031560,8.71
2200031533,8.52
2200031521,9.35
2200031515,7.91
2200031559,8.41
2200031517,8.86
2200031583,8.66
2200031574,6.6
2200031577,8.21
2200031528,8.24
2200031536,8.33
